,participantID,trialNum,stage,stageName,trueCondition,requestedTests,likelihoodChange,uniqueTests,pastTests,currentTests,possibleTest,proportionOfInfo,testNames,numOfDifferentials,confidence,correctDiagnosis,perceivedDifficulty,highestSeverity,hasHighSeverity,highestLikelihood,likelihoods,severities,sevOfHighestLikelihood,competingDifferentials,hasCompetingDifferentials,treatmentPlan,infoSeekingTime,remoteDifferentials,nonRemoteDifferentials,correct,brierConfidence,differentialAccuracy,correctDiagnosisIdx,likelihoodOfCorrectDiagnosis,sevOfCorrectDiagnosis,highestLikelihoodCorrect,highestLikelihoodCorrectValue
392,9j3l67,5,2,Physical Exmination,TEMPORAL ARTERITIS,9,0,8,0,8,13,0.615384615,"Measure Blood Pressure, Measure Temperature, Take Pulse, Assess Extremities, Assess Head, Neurologic Exam Record, Auscultate Lungs, Neck/Throat Examination",2,4,FALSE,10,2,FALSE,9,"5, 9","1, 2",2,2,FALSE,Not Provided,1.3804,0,2,0,0.0016,-0.5,0,0,0,0,0
393,9j3l67,5,3,Testing,TEMPORAL ARTERITIS,5,0,5,0,5,10,0.5,"CRP and ESR, Other Biochemistry Tests, UREA and Electrolytes, Urine Dipstick, Venous Blood Gas",4,0,FALSE,10,2,FALSE,6,"5, 5, 6, 6","1, 2, 1, 1",1,4,TRUE,Not Provided,1.095183333,0,4,0,0,-0.25,0,0,0,0,0
394,9j3l67,6,1,Patient History,ULCERATIVE COLITIS,6,0,6,0,6,6,1,"Present Illness History, Past Medical History, Medication, Allergies, Social History, Family History",3,34,FALSE,8,2,FALSE,8,"8, 2, 8","2, 1, 2",2,2,FALSE,Not Provided,1.119666667,0,3,1,0.4356,0.333333333,1,8,3,1,8
395,9j3l67,6,2,Physical Exmination,ULCERATIVE COLITIS,5,0,5,0,5,13,0.384615385,"Take Pulse, Measure Temperature, Measure Blood Pressure, Abdomen Examination, Rectal Examination",3,49,FALSE,8,2,FALSE,8,"8, 2, 8","2, 1, 2",2,2,FALSE,Not Provided,0.775283333,0,3,1,0.2601,0.333333333,1,8,3,1,8
396,9j3l67,6,3,Testing,ULCERATIVE COLITIS,4,0,4,0,4,10,0.4,"FBC, CRP and ESR, Venous Blood Gas, Abdominal CT Scan",3,6,FALSE,8,2,FALSE,6,"6, 4, 6","2, 1, 2",2,2,FALSE,Not Provided,0.724933333,0,3,1,0.8836,0.333333333,1,6,3,1,6
397,b7k135,1,1,Patient History,THROMBOTIC THROMBOCYTOPENIC PURPURA,7,0,6,0,6,6,1,"Present Illness History, Family History, Past Medical History, Social History, Allergies, Medication",9,56,FALSE,3,3,TRUE,8,"8, 5, 3, 4, 3, 5, 2, 6, 3","3, 3, 3, 3, 2, 0, 0, 3, 1",3,4,TRUE,Not Provided,3.615033333,0,9,1,0.1936,0.111111111,1,5,4,0,0
398,b7k135,1,2,Physical Exmination,THROMBOTIC THROMBOCYTOPENIC PURPURA,8,0,8,0,8,13,0.615384615,"Assess Extremities, Assess Respiratory Rate, Neurologic Exam Record, Measure Temperature, Assess Eyes, Assess Head, Measure Blood Pressure, Take Pulse",9,65,FALSE,3,3,TRUE,8,"8, 5, 3, 4, 3, 5, 2, 6, 3","3, 3, 3, 3, 2, 0, 0, 3, 1",3,4,TRUE,Not Provided,1.099933333,0,9,1,0.1225,0.111111111,1,5,4,0,0
399,b7k135,1,3,Testing,THROMBOTIC THROMBOCYTOPENIC PURPURA,4,0,4,0,4,10,0.4,"FBC, Clotting Test, CRP and ESR, Venous Blood Gas",9,62,FALSE,3,3,TRUE,8,"8, 5, 3, 4, 3, 5, 2, 6, 3","3, 3, 3, 3, 2, 0, 0, 3, 1",3,4,TRUE,Not Provided,1.25505,0,9,1,0.1444,0.111111111,1,5,4,0,0
400,b7k135,2,1,Patient History,MILIARY TB,6,0,6,0,6,6,1,"Present Illness History, Past Medical History, Family History, Allergies, Medication, Social History",3,13,FALSE,7,3,TRUE,8,"8, 4, 6","2, 3, 1",2,2,FALSE,Not Provided,2.202616667,0,3,1,0.7569,0.333333333,1,6,2,0,0
401,b7k135,2,2,Physical Exmination,MILIARY TB,17,0,16,3,13,13,1,"Present Illness History, Allergies, Medication, Assess Respiratory Rate, Abdomen Examination, Take Pulse, Assess Eyes, Neck/Throat Examination, Rectal Examination, Assess Head, Auscultate the Heart, Neurologic Exam Record, Measure Temperature, Auscultate Lungs, Assess Extremities, Measure Blood Pressure",6,38,FALSE,7,3,TRUE,8,"8, 4, 6, 4, 7, 5","2, 3, 1, 2, 2, 2",2,4,TRUE,Not Provided,3.73675,0,6,1,0.3844,0.166666667,1,6,2,0,0
402,b7k135,2,3,Testing,MILIARY TB,5,0,5,0,5,10,0.5,"Venous Blood Gas, FBC, Abdominal CT Scan, Clotting Test, Urine Dipstick",6,58,FALSE,7,3,TRUE,8,"8, 4, 6, 4, 7, 5","2, 3, 1, 2, 2, 2",2,4,TRUE,Not Provided,2.82975,0,6,1,0.1764,0.166666667,1,6,2,0,0
403,b7k135,3,1,Patient History,GUILLAINBARRE SYNDROME,7,0,6,0,6,6,1,"Present Illness History, Past Medical History, Medication, Family History, Social History, Allergies",6,65,FALSE,5,3,TRUE,8,"8, 4, 3, 6, 6, 3","3, 3, 3, 3, 2, 3",3,3,TRUE,Not Provided,3.195116667,0,6,0,0.4225,-0.166666667,0,0,0,0,0
404,b7k135,3,2,Physical Exmination,GUILLAINBARRE SYNDROME,5,0,5,0,5,13,0.384615385,"Neurologic Exam Record, Auscultate Lungs, Assess Head, Measure Temperature, Measure Blood Pressure",6,61,FALSE,5,3,TRUE,8,"8, 4, 3, 6, 6, 3","3, 3, 3, 3, 2, 3",3,3,TRUE,Not Provided,4.420583333,0,6,0,0.3721,-0.166666667,0,0,0,0,0
405,b7k135,3,3,Testing,GUILLAINBARRE SYNDROME,4,0,4,0,4,10,0.4,"FBC, ECG, UREA and Electrolytes, Other Biochemistry Tests",6,60,FALSE,5,3,TRUE,8,"8, 4, 3, 6, 6, 3","3, 3, 3, 3, 2, 3",3,3,TRUE,Not Provided,6.23055,0,6,0,0.36,-0.166666667,0,0,0,0,0
406,b7k135,4,1,Patient History,TEMPORAL ARTERITIS,8,0,6,0,6,6,1,"Present Illness History, Family History, Past Medical History, Social History, Allergies, Medication",6,22,FALSE,2,3,TRUE,8,"8, 4, 4, 2, 3, 6","2, 1, 1, 3, 0, 0",2,2,FALSE,Not Provided,1.7642,0,6,1,0.6084,0.166666667,1,8,3,1,8
407,b7k135,4,2,Physical Exmination,TEMPORAL ARTERITIS,4,0,4,1,3,13,0.230769231,"Present Illness History, Assess Head, Neurologic Exam Record, Measure Temperature",6,94,FALSE,2,3,TRUE,10,"10, 4, 4, 2, 3, 6","2, 1, 1, 3, 0, 0",2,2,FALSE,Not Provided,1.01735,0,6,1,0.0036,0.166666667,1,10,3,1,10
408,b7k135,4,3,Testing,TEMPORAL ARTERITIS,2,0,2,0,2,10,0.2,"FBC, CRP and ESR",6,97,FALSE,2,3,TRUE,10,"10, 4, 4, 2, 3, 6","2, 1, 1, 3, 0, 0",2,2,FALSE,"prednisolone 
",0.426433333,0,6,1,0.0009,0.166666667,1,10,3,1,10
409,b7k135,5,1,Patient History,ULCERATIVE COLITIS,8,0,6,0,6,6,1,"Past Medical History, Present Illness History, Medication, Social History, Allergies, Family History",6,63,FALSE,9,2,FALSE,9,"9, 2, 2, 6, 6, 4","2, 0, 1, 1, 1, 2",2,3,TRUE,Not Provided,0.945516667,0,6,1,0.1369,0.166666667,1,9,3,1,9
410,b7k135,5,2,Physical Exmination,ULCERATIVE COLITIS,4,0,4,0,4,13,0.307692308,"Rectal Examination, Abdomen Examination, Measure Temperature, Measure Blood Pressure",6,85,FALSE,9,2,FALSE,9,"9, 2, 2, 6, 6, 4","2, 0, 1, 1, 1, 2",2,3,TRUE,Not Provided,0.90095,0,6,1,0.0225,0.166666667,1,9,3,1,9
411,b7k135,5,3,Testing,ULCERATIVE COLITIS,1,0,1,0,1,10,0.1,Abdominal CT Scan,6,92,FALSE,9,2,FALSE,9,"9, 2, 2, 6, 6, 4","2, 0, 1, 1, 1, 2",2,3,TRUE,"gastro consult 
NBM
IV fluids 
bedrest",0.223183333,0,6,1,0.0064,0.166666667,1,9,3,1,9
412,b7k135,6,1,Patient History,AORTIC DISSECTION,8,0,6,0,6,6,1,"Present Illness History, Past Medical History, Family History, Medication, Social History, Allergies",5,63,FALSE,5,2,FALSE,7,"7, 4, 6, 3, 2","2, 0, 1, 0, 1",2,2,FALSE,Not Provided,5.164783333,0,5,0,0.3969,-0.2,0,0,0,1,7
413,b7k135,6,2,Physical Exmination,AORTIC DISSECTION,1,0,1,1,0,13,0,Present Illness History,6,68,FALSE,5,2,FALSE,8,"3, 6, 6, 3, 8, 5","2, 0, 1, 0, 1, 2",1,4,TRUE,Not Provided,0.551183333,0,6,0,0.4624,-0.166666667,0,0,0,0,0
414,b7k135,6,3,Testing,AORTIC DISSECTION,4,0,4,4,0,10,0,"Auscultate the Heart, Take Pulse, Auscultate Lungs, Measure Blood Pressure",7,64,TRUE,5,3,TRUE,8,"3, 6, 6, 3, 8, 5, 4","2, 0, 1, 0, 1, 2, 3",1,4,TRUE,Not Provided,0.5263,0,7,1,0.1296,0.142857143,1,4,4,0,0
415,bcxv25,1,1,Patient History,GUILLAINBARRE SYNDROME,5,0,5,0,5,6,0.833333333,"Present Illness History, Past Medical History, Family History, Medication, Social History",6,4,FALSE,7,3,TRUE,8,"4, 3, 6, 6, 8, 8","0, 1, 2, 3, 2, 2",2,4,TRUE,Not Provided,2.273633333,0,6,0,0.0016,-0.166666667,0,0,0,0,0
416,bcxv25,1,2,Physical Exmination,GUILLAINBARRE SYNDROME,5,0,4,0,4,13,0.307692308,"Neurologic Exam Record, Take Pulse, Assess Extremities, Assess Head",7,5,FALSE,7,3,TRUE,8,"4, 1, 2, 7, 8, 8, 8","0, 1, 2, 3, 2, 2, 1",2,4,TRUE,Not Provided,1.5923,1,6,0,0.0025,-0.142857143,0,0,0,0,0
417,bcxv25,1,3,Testing,GUILLAINBARRE SYNDROME,4,0,3,0,3,10,0.3,"FBC, Abdominal CT Scan, CRP and ESR",9,9,FALSE,7,3,TRUE,9,"4, 1, 2, 7, 8, 8, 8, 4, 9","0, 1, 2, 3, 2, 2, 1, 2, 1",1,5,TRUE,Not Provided,1.425633333,1,8,0,0.0081,-0.111111111,0,0,0,0,0
418,bcxv25,2,1,Patient History,ULCERATIVE COLITIS,5,0,5,0,5,6,0.833333333,"Present Illness History, Past Medical History, Medication, Social History, Family History",4,4,FALSE,4,3,TRUE,8,"8, 3, 5, 8","1, 2, 3, 1",1,3,TRUE,Not Provided,1.982566667,0,4,1,0.9216,0.25,1,8,2,1,8
419,bcxv25,2,2,Physical Exmination,ULCERATIVE COLITIS,4,0,4,0,4,13,0.307692308,"Abdomen Examination, Rectal Examination, Measure Blood Pressure, Measure Temperature",4,10,FALSE,4,3,TRUE,8,"8, 3, 5, 8","1, 2, 3, 1",1,3,TRUE,Not Provided,0.79345,0,4,1,0.81,0.25,1,8,2,1,8
420,bcxv25,2,3,Testing,ULCERATIVE COLITIS,2,0,2,0,2,10,0.2,"Abdominal CT Scan, FBC",4,58,FALSE,4,3,TRUE,9,"9, 1, 1, 3","1, 2, 3, 1",1,1,FALSE,Not Provided,0.403716667,2,2,1,0.1764,0.25,1,3,2,1,9
421,bcxv25,3,1,Patient History,THROMBOTIC THROMBOCYTOPENIC PURPURA,4,0,4,0,4,6,0.666666667,"Present Illness History, Past Medical History, Family History, Social History",4,10,FALSE,5,3,TRUE,7,"4, 6, 7, 5","1, 2, 2, 3",2,3,TRUE,Not Provided,0.825166667,0,4,0,0.01,-0.25,0,0,0,0,0
422,bcxv25,3,2,Physical Exmination,THROMBOTIC THROMBOCYTOPENIC PURPURA,5,0,5,0,5,13,0.384615385,"Neurologic Exam Record, Assess Eyes, Assess Head, Measure Temperature, Measure Blood Pressure",5,18,FALSE,5,3,TRUE,7,"2, 7, 5, 5, 6","1, 2, 2, 3, 2",2,4,TRUE,Not Provided,0.731233333,0,5,0,0.0324,-0.2,0,0,0,0,0
423,bcxv25,3,3,Testing,THROMBOTIC THROMBOCYTOPENIC PURPURA,1,0,1,0,1,10,0.1,FBC,6,20,FALSE,5,3,TRUE,8,"2, 7, 5, 5, 6, 8","1, 2, 2, 3, 2, 1",1,5,TRUE,Not Provided,0.687366667,0,6,1,0.64,0.166666667,1,8,2,1,8
424,bcxv25,4,1,Patient History,AORTIC DISSECTION,5,0,5,0,5,6,0.833333333,"Present Illness History, Past Medical History, Family History, Medication, Social History",5,12,FALSE,4,3,TRUE,10,"7, 7, 10, 5, 3","2, 2, 1, 2, 3",1,4,TRUE,Not Provided,0.685666667,0,5,0,0.0144,-0.2,0,0,0,0,0
425,bcxv25,4,2,Physical Exmination,AORTIC DISSECTION,4,0,4,0,4,13,0.307692308,"Auscultate the Heart, Measure Blood Pressure, Take Pulse, Assess Respiratory Rate",6,19,FALSE,4,3,TRUE,10,"7, 7, 10, 5, 2, 9","2, 2, 1, 2, 3, 1",1,5,TRUE,Not Provided,14.42821667,0,6,0,0.0361,-0.166666667,0,0,0,0,0
426,bcxv25,4,3,Testing,AORTIC DISSECTION,3,0,3,0,3,10,0.3,"ECG, CRP and ESR, Chest X-Ray",7,50,FALSE,4,3,TRUE,10,"7, 2, 10, 5, 2, 9, 9","2, 2, 1, 2, 3, 1, 1",1,5,TRUE,Not Provided,0.859716667,0,7,0,0.25,-0.142857143,0,0,0,0,0
427,bcxv25,5,1,Patient History,TEMPORAL ARTERITIS,7,0,6,0,6,6,1,"Present Illness History, Past Medical History, Social History, Family History, Allergies, Medication",4,12,FALSE,7,1,FALSE,8,"5, 4, 8, 4","1, 1, 1, 1",1,2,FALSE,Not Provided,62.19048333,0,4,0,0.0144,-0.25,0,0,0,0,0
428,bcxv25,5,2,Physical Exmination,TEMPORAL ARTERITIS,4,0,4,0,4,13,0.307692308,"Abdomen Examination, Measure Blood Pressure, Assess Extremities, Measure Temperature",7,24,FALSE,7,2,FALSE,8,"5, 4, 8, 4, 6, 6, 4","1, 1, 1, 1, 1, 2, 0",1,4,TRUE,Not Provided,0.8363,0,7,0,0.0576,-0.142857143,0,0,0,0,0
429,bcxv25,5,3,Testing,TEMPORAL ARTERITIS,4,0,4,1,3,10,0.3,"CRP and ESR, FBC, Abdominal CT Scan, Present Illness History",7,27,FALSE,7,2,FALSE,8,"5, 4, 8, 4, 6, 6, 4","1, 1, 1, 1, 1, 2, 0",1,4,TRUE,Not Provided,0.902866667,0,7,0,0.0729,-0.142857143,0,0,0,0,0
430,bcxv25,6,1,Patient History,MILIARY TB,5,0,5,0,5,6,0.833333333,"Present Illness History, Family History, Past Medical History, Social History, Medication",4,19,FALSE,5,2,FALSE,9,"9, 6, 6, 4","2, 2, 2, 2",2,3,TRUE,Not Provided,1.546616667,0,4,0,0.0361,-0.25,0,0,0,0,0
431,bcxv25,6,2,Physical Exmination,MILIARY TB,4,0,4,1,3,13,0.230769231,"Abdomen Examination, Measure Temperature, Measure Blood Pressure, Present Illness History",4,20,FALSE,5,2,FALSE,9,"9, 6, 6, 4","2, 2, 2, 2",2,3,TRUE,Not Provided,1.032883333,0,4,0,0.04,-0.25,0,0,0,0,0
432,bcxv25,6,3,Testing,MILIARY TB,5,0,5,0,5,10,0.5,"FBC, Urine Dipstick, Abdominal CT Scan, CRP and ESR, UREA and Electrolytes",6,30,FALSE,5,2,FALSE,9,"9, 6, 6, 4, 3, 5","2, 2, 2, 2, 1, 2",2,4,TRUE,Not Provided,1.914533333,0,6,0,0.09,-0.166666667,0,0,0,0,0
433,bpljtg,1,1,Patient History,THROMBOTIC THROMBOCYTOPENIC PURPURA,2,0,2,0,2,6,0.333333333,"Present Illness History, Past Medical History",4,47,FALSE,8,3,TRUE,9,"8, 9, 6, 6","3, 3, 2, 2",3,4,TRUE,Not Provided,0.747316667,0,4,0,0.2209,-0.25,0,0,0,0,0
434,bpljtg,1,2,Physical Exmination,THROMBOTIC THROMBOCYTOPENIC PURPURA,13,0,13,0,13,13,1,"Abdomen Examination, NeckThroat Examination, Auscultate Lungs, Measure Temperature, Neurologic Exam Record, Assess Extremities, Take Pulse, Measure Blood Pressure, Auscultate the Heart, Assess Head, Assess Eyes, Assess Respiratory Rate, Rectal Examination",4,47,FALSE,8,3,TRUE,9,"8, 9, 6, 8","3, 3, 2, 2",3,4,TRUE,Not Provided,1.824883333,0,4,0,0.2209,-0.25,0,0,0,0,0
435,bpljtg,1,3,Testing,THROMBOTIC THROMBOCYTOPENIC PURPURA,7,0,7,0,7,10,0.7,"ECG, Clotting Test, Abdominal CT Scan, Chest XRay, FBC, UREA and Electrolytes, Venous Blood Gas",4,50,FALSE,8,3,TRUE,10,"10, 9, 6, 8","3, 3, 2, 2",3,4,TRUE,Not Provided,0.894716667,0,4,0,0.25,-0.25,0,0,0,0,0
436,bpljtg,2,1,Patient History,ULCERATIVE COLITIS,2,0,2,0,2,6,0.333333333,"Present Illness History, Past Medical History",4,50,FALSE,5,2,FALSE,9,"9, 6, 2, 1","2, 2, 0, 0",2,2,FALSE,Not Provided,0.537666667,1,3,1,0.25,0.25,1,9,3,1,9
437,bpljtg,2,2,Physical Exmination,ULCERATIVE COLITIS,4,0,4,0,4,13,0.307692308,"Rectal Examination, Abdomen Examination, Measure Temperature, Assess Extremities",5,50,FALSE,5,3,TRUE,9,"9, 6, 2, 1, 2","2, 2, 0, 0, 3",2,2,FALSE,"1) Major haemorrhage protocol
2) 500ml IV fluids stat 
3) Broadspectrum antibiotics",0.51825,1,4,1,0.25,0.2,1,9,3,1,9
438,bpljtg,2,3,Testing,ULCERATIVE COLITIS,4,0,4,0,4,10,0.4,"Venous Blood Gas, FBC, Clotting Test, Abdominal CT Scan",5,54,FALSE,5,3,TRUE,9,"9, 6, 2, 1, 2","2, 2, 0, 0, 3",2,2,FALSE,Not Provided,0.751383333,1,4,1,0.2116,0.2,1,9,3,1,9
439,bpljtg,3,1,Patient History,GUILLAINBARRE SYNDROME,4,0,3,0,3,6,0.5,"Present Illness History, Past Medical History, Medication",2,39,FALSE,5,2,FALSE,8,"8, 6","2, 1",2,2,FALSE,Not Provided,0.650083333,0,2,1,0.3721,0.5,1,6,2,0,0
440,bpljtg,3,2,Physical Exmination,GUILLAINBARRE SYNDROME,9,0,9,0,9,13,0.692307692,"Assess Respiratory Rate, Rectal Examination, Assess Eyes, Neurologic Exam Record, Abdomen Examination, Auscultate the Heart, Measure Blood Pressure, Measure Temperature, Assess Extremities",4,45,FALSE,5,2,FALSE,8,"8, 6, 2, 6","2, 1, 2, 2",2,3,TRUE,Not Provided,0.888283333,0,4,1,0.3025,0.25,1,6,2,0,0
441,bpljtg,3,3,Testing,GUILLAINBARRE SYNDROME,9,0,8,0,8,10,0.8,"Urine Dipstick, Chest XRay, Clotting Test, Venous Blood Gas, ECG, Other Biochemistry Tests, UREA and Electrolytes, Abdominal CT Scan",4,50,FALSE,5,2,FALSE,8,"8, 6, 2, 6","2, 1, 2, 2",2,3,TRUE,Not Provided,1.036316667,0,4,1,0.25,0.25,1,6,2,0,0
442,bpljtg,4,1,Patient History,AORTIC DISSECTION,4,0,2,0,2,6,0.333333333,"Present Illness History, Past Medical History",3,50,FALSE,4,2,FALSE,9,"9, 6, 6","2, 1, 1",2,3,TRUE,Not Provided,1.347766667,0,3,0,0.25,-0.333333333,0,0,0,0,0
443,bpljtg,4,2,Physical Exmination,AORTIC DISSECTION,9,0,8,0,8,13,0.615384615,"Abdomen Examination, Measure Blood Pressure, Assess Head, Auscultate the Heart, Measure Temperature, Auscultate Lungs, Take Pulse, Assess Extremities",4,56,FALSE,4,3,TRUE,10,"7, 6, 6, 10","2, 1, 1, 3",3,4,TRUE,"1) CTPA
2) Antihypertensive  propranolol
3) 500ml IV saline stat
3) Senior help and surgical review",1.06815,0,4,0,0.3136,-0.25,0,0,0,0,0
444,bpljtg,4,3,Testing,AORTIC DISSECTION,0,0,0,0,0,10,0,,4,61,FALSE,4,3,TRUE,10,"7, 6, 6, 10","2, 1, 1, 3",3,4,TRUE,Not Provided,0.146616667,0,4,0,0.3721,-0.25,0,0,0,0,0
445,bpljtg,5,1,Patient History,MILIARY TB,3,0,3,0,3,6,0.5,"Present Illness History, Past Medical History, Medication",4,50,FALSE,5,3,TRUE,9,"9, 6, 3, 3","3, 1, 1, 1",3,2,FALSE,Not Provided,0.7804,0,4,0,0.25,-0.25,0,0,0,0,0
446,bpljtg,5,2,Physical Exmination,MILIARY TB,8,0,7,0,7,13,0.538461538,"Auscultate Lungs, Assess Respiratory Rate, Measure Temperature, NeckThroat Examination, Measure Blood Pressure, Assess Extremities, Abdomen Examination",5,50,FALSE,5,3,TRUE,9,"9, 6, 8, 3, 8","3, 1, 1, 1, 3",3,4,TRUE,Not Provided,1.050383333,0,5,0,0.25,-0.2,0,0,0,0,0
447,bpljtg,5,3,Testing,MILIARY TB,7,0,5,0,5,10,0.5,"FBC, ECG, Clotting Test, Other Biochemistry Tests, Chest XRay",6,51,FALSE,5,3,TRUE,9,"9, 6, 8, 3, 8, 8","3, 1, 1, 1, 3, 3",3,5,TRUE,Not Provided,1.857616667,0,6,0,0.2601,-0.166666667,0,0,0,0,0
448,bpljtg,6,1,Patient History,TEMPORAL ARTERITIS,6,0,5,0,5,6,0.833333333,"Present Illness History, Past Medical History, Medication, Family History, Allergies",3,50,FALSE,6,3,TRUE,9,"9, 6, 4","3, 3, 3",3,2,FALSE,Not Provided,0.92925,0,3,1,0.25,0.333333333,1,9,4,1,9
449,bpljtg,6,2,Physical Exmination,TEMPORAL ARTERITIS,8,0,7,0,7,13,0.538461538,"Measure Blood Pressure, Auscultate the Heart, Measure Temperature, Auscultate Lungs, Neurologic Exam Record, Abdomen Examination, Assess Extremities",6,50,FALSE,6,3,TRUE,9,"9, 6, 4, 9, 6, 9","3, 3, 3, 0, 0, 3",3,5,TRUE,Not Provided,1.160433333,0,6,1,0.25,0.166666667,1,9,4,1,9
450,bpljtg,6,3,Testing,TEMPORAL ARTERITIS,4,0,4,0,4,10,0.4,"Venous Blood Gas, Urine Dipstick, FBC, Clotting Test",6,50,FALSE,6,3,TRUE,9,"9, 6, 4, 9, 6, 9","3, 3, 3, 0, 0, 3",3,5,TRUE,Not Provided,0.58635,0,6,1,0.25,0.166666667,1,9,4,1,9
451,bzg1v4,1,1,Patient History,GUILLAINBARRE SYNDROME,7,0,6,0,6,6,1,"Allergies, Family History, Social History, Medication, Present Illness History, Past Medical History",6,12,FALSE,8,3,TRUE,7,"5, 5, 7, 2, 3, 6","1, 1, 3, 0, 2, 1",3,4,TRUE,Not Provided,0.746933333,0,6,1,0.7744,0.166666667,1,5,2,0,0
452,bzg1v4,1,2,Physical Exmination,GUILLAINBARRE SYNDROME,16,0,15,2,13,13,1,"Assess Respiratory Rate, Neurologic Exam Record, Auscultate the Heart, Rectal Examination, Measure Temperature, Measure Blood Pressure, Take Pulse, Assess Eyes, Assess Head, Abdomen Examination, Auscultate Lungs, Assess Extremities, NeckThroat Examination, Present Illness History, Past Medical History",9,19,FALSE,8,3,TRUE,7,"5, 5, 7, 2, 1, 6, 1, 3, 3","1, 2, 3, 0, 1, 2, 3, 3, 2",3,4,TRUE,Not Provided,1.556283333,2,7,1,0.6561,0.111111111,1,5,3,0,0
453,bzg1v4,1,3,Testing,GUILLAINBARRE SYNDROME,11,0,10,0,10,10,1,"Clotting Test, Other Biochemistry Tests, Venous Blood Gas, Chest XRay, UREA and Electrolytes, Urine Dipstick, Abdominal CT Scan, ECG, FBC, CRP and ESR",10,40,FALSE,8,3,TRUE,6,"4, 3, 6, 2, 1, 5, 1, 1, 3, 6","1, 2, 3, 0, 1, 2, 3, 3, 2, 1",3,3,TRUE,Not Provided,2.039466667,3,7,1,0.36,0.1,1,3,3,0,0
454,bzg1v4,2,1,Patient History,THROMBOTIC THROMBOCYTOPENIC PURPURA,7,0,6,0,6,6,1,"Past Medical History, Family History, Medication, Present Illness History, Social History, Allergies",4,69,FALSE,2,3,TRUE,9,"9, 6, 6, 7","3, 1, 2, 3",3,4,TRUE,Not Provided,0.892433333,0,4,0,0.4761,-0.25,0,0,0,0,0
455,bzg1v4,2,2,Physical Exmination,THROMBOTIC THROMBOCYTOPENIC PURPURA,15,0,13,0,13,13,1,"Assess Extremities, Auscultate Lungs, Rectal Examination, Neurologic Exam Record, Abdomen Examination, Auscultate the Heart, Measure Blood Pressure, NeckThroat Examination, Assess Head, Take Pulse, Measure Temperature, Assess Respiratory Rate, Assess Eyes",5,81,FALSE,2,3,TRUE,9,"9, 6, 6, 7, 6","3, 1, 2, 3, 3",3,5,TRUE,Not Provided,1.36945,0,5,0,0.6561,-0.2,0,0,0,0,0
456,bzg1v4,2,3,Testing,THROMBOTIC THROMBOCYTOPENIC PURPURA,10,0,10,0,10,10,1,"CRP and ESR, Other Biochemistry Tests, Chest XRay, UREA and Electrolytes, Venous Blood Gas, Abdominal CT Scan, ECG, FBC, Urine Dipstick, Clotting Test",5,100,FALSE,2,3,TRUE,10,"10, 6, 6, 7, 6","3, 1, 2, 3, 3",3,5,TRUE,"CT head urgent
Massive haemorrhage protocol
Supportive treatment",1.55865,0,5,0,1,-0.2,0,0,0,0,0
457,bzg1v4,3,1,Patient History,ULCERATIVE COLITIS,7,0,6,0,6,6,1,"Present Illness History, Allergies, Social History, Medication, Past Medical History, Family History",4,29,FALSE,3,3,TRUE,8,"8, 7, 4, 6","2, 3, 2, 1",2,3,TRUE,Not Provided,1.7337,0,4,1,0.5041,0.25,1,4,3,1,8
458,bzg1v4,3,2,Physical Exmination,ULCERATIVE COLITIS,7,0,6,0,6,13,0.461538462,"Abdomen Examination, Measure Temperature, Auscultate the Heart, Assess Respiratory Rate, Measure Blood Pressure, Take Pulse",4,70,FALSE,3,3,TRUE,8,"8, 7, 4, 6","2, 3, 2, 1",2,3,TRUE,Not Provided,0.761583333,0,4,1,0.09,0.25,1,4,3,1,8
459,bzg1v4,3,3,Testing,ULCERATIVE COLITIS,3,0,3,0,3,10,0.3,"Abdominal CT Scan, FBC, Other Biochemistry Tests",4,85,FALSE,3,3,TRUE,10,"10, 7, 4, 6","2, 3, 2, 1",2,3,TRUE,"Abx
Supportive care
Analgesia",0.7214,0,4,1,0.0225,0.25,1,4,3,1,10
460,bzg1v4,4,1,Patient History,MILIARY TB,8,0,6,0,6,6,1,"Present Illness History, Medication, Past Medical History, Family History, Social History, Allergies",2,41,FALSE,7,2,FALSE,8,"8, 4","2, 2",2,1,FALSE,Not Provided,2.437833333,0,2,0,0.1681,-0.5,0,0,0,0,0
461,bzg1v4,4,2,Physical Exmination,MILIARY TB,13,0,13,0,13,13,1,"Auscultate the Heart, Take Pulse, Auscultate Lungs, Assess Respiratory Rate, Measure Temperature, Rectal Examination, NeckThroat Examination, Neurologic Exam Record, Measure Blood Pressure, Assess Head, Assess Extremities, Abdomen Examination, Assess Eyes",5,44,FALSE,7,2,FALSE,8,"8, 4, 3, 6, 7","2, 2, 1, 2, 2",2,3,TRUE,Not Provided,2.033216667,0,5,0,0.1936,-0.2,0,0,0,0,0
462,bzg1v4,4,3,Testing,MILIARY TB,9,0,9,0,9,10,0.9,"Chest XRay, FBC, Abdominal CT Scan, Clotting Test, Other Biochemistry Tests, Venous Blood Gas, ECG, UREA and Electrolytes, Urine Dipstick",6,56,FALSE,7,2,FALSE,8,"8, 4, 3, 6, 8, 8","2, 2, 1, 2, 2, 1",2,4,TRUE,"Drain plural effusion and analyse aspirate
Abx
analyse ascite aspirate too
?transfusion
",5.69155,0,6,0,0.3136,-0.166666667,0,0,0,0,0
