,OMSID,round,ParticipantID,Scenario,t1Diagnoses,t1DiagnosisScore,t1Likelihoods,t1Confidence,t1Severity,t2Diagnoses,t2Likelihoods,t2Confidence,t2Severity,t2SeniorReview,t2InvestigationsComplete,OMSScore,t2ExtraInvestigations,SCENARIO,CURRENT.SCENARIO.VERSION,SCENARIO.VERSION.PLAYED,SCORE....,TIME.SPENT,DATE,SCENARIO.ATTEMPT..,Quest.2.PIN,scenGroup,scenNum,orderNum,t1numOfDiagnoses,t2numOfDiagnoses,t1HighestLikelihood,t2HighestLikelihood,severityChange,confidenceChange,t1numOfDiagnosesChange,diagnosticChange,calibrationByDiff,sbarStart,helpStart,totalHelpStart,treatStart,pewsScore,totalActions,uniqueActions,filteredActions,actionVector,actTimesVector,historyActionsVector,examsActionsVector,testingActionsVector,treatmentActionsVector,numOfHistoryActions,numOfExamActions,numOfTestingActions,numOfTreatmentActions,numOfActionsAfterHistory,numOfHistoryActionsBeforePause,numOfHistoryActionsAfterPause,numOfExamActionsBeforePause,numOfExamActionsAfterPause,percentageHistory,numOfTestingActionsBeforePause,numOfTestingActionsAfterPause,percentageTesting,numOfTreatmentActionsBeforePause,numOfTreatmentActionsAfterPause,historyVectorBeforePause,numOfActionsBeforePause,numOfActionsAfterPause,numOfDiagnosesLabel,initialConfidenceLabel,infoVal,infoValHistory,infoValExams,infoValTesting,infoValHistoryBeforePause,infoValBeforePause,infoValAfterPause,infoValAfterHistory,infoValHistoryAfterPause,infoValExamsAfterPause,infoValTestsAfterPause
26,16,1,A17,DKA,"DKA, viral (URTI)",0.66,"5,5",8,8,"DKA, URTI","5,5",7,8,0.1,1,51,,"Sam, Respiratory Distress and Wheeze A-E Assessment [SNP002UK]",V1.0.0.0,V1.0.0.0,64.22,11m 37s,11/09/2023 15:05,1,No,DP,1,2,2,2,5,5,0,-1,0,1,0.728571429,472,693,472,263,5,53,51,17,"1
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
1
1
0
0
1
0
0
0
0
0
0
0
0
0
0
0
1
1
1
1
0
1
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
1
0
0
1
0
0
1
1
0
0
0
0
1
0
0","547
0
0
0
0
0
0
0
71
0
0
0
0
0
0
0
0
0
0
505
47
0
0
693
0
0
0
0
0
0
0
0
0
0
0
113
371
131
299
0
238
119
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
389
0
0
0
0
0
0
0
0
0
247
0
0
356
0
0
235
164
0
0
0
0
275
0
0","1
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
1
1
0
0
1
0
0
0
0
0
0
0
0
0
0
0","1
1
1
1
0
1
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0","0
0
0
1
0
0
1
0
0
1
1
0
0
0
0
1
0
0","1
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0",5,7,5,2,12,2,3,5,2,0.4,5,0,0,1,1,"history of presenting complaint
presenting complaint",23,30,low,high,26.20753432,-24.75,10.11643773,40.84109659,-10.30418719,26.8000138,6.353333333,50.95753432,-13.5,6.533333333,13.32
27,16,1,A21,Asthma,"Respiratory infection, sepsis, pneumonia, PE, DKA",0.24,"5,5,4,1,3",6,9,"Acute asthma excerbation, infection respiratory","5,3",9,6,0.1,1,64,,"Sam, Respiratory Distress and Wheeze A-E Assessment [SNP002UK]",V1.0.0.0,V1.0.0.0,64.22,11m 37s,11/09/2023 15:05,1,No,AS,1,1,5,2,5,5,-3,3,-3,9,0.711111111,472,693,472,263,5,53,51,17,"1
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
1
1
0
0
1
0
0
0
0
0
0
0
0
0
0
0
1
1
1
1
0
1
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
1
0
0
1
0
0
1
1
0
0
0
0
1
0
0","547
0
0
0
0
0
0
0
71
0
0
0
0
0
0
0
0
0
0
505
47
0
0
693
0
0
0
0
0
0
0
0
0
0
0
113
371
131
299
0
238
119
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
389
0
0
0
0
0
0
0
0
0
247
0
0
356
0
0
235
164
0
0
0
0
275
0
0","1
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
1
1
0
0
1
0
0
0
0
0
0
0
0
0
0
0","1
1
1
1
0
1
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0","0
0
0
1
0
0
1
0
0
1
1
0
0
0
0
1
0
0","1
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0",5,7,5,2,12,2,3,5,2,0.4,5,0,0,1,1,"history of presenting complaint
presenting complaint",23,30,high,low,1.297538879,-6.050137762,6.737307105,0.610369536,4.202317291,-2.161414566,10.43680439,7.347676641,-0.070967742,7.566233766,2.941538368
28,16,6,C16,Seizure,"Febrile convulsion, epilepsy, CNS infection",0.73,"5,3,3",6,5,"Febrile convulsions, epilepsy, meningitis, space occupying lesion","5,2,1,1",9,6,0.65,1,70,,"Katy, Seizure, A-E Assessment [SNP004UK]",V1.0.0.0,V1.0.0.0,70.21,19m 33s,14/02/2024 12:34,3,No,AS,2,4,3,4,5,5,1,3,1,5,0.777777778,271,628,271,212,3,68,61,29,"1
1
1
0
1
0
1
1
1
1
0
1
0
0
0
0
1
0
0
0
1
0
0
0
0
0
1
0
0
0
0
1
0
0
0
0
1
1
0
0
1
1
0
0
0
1
0
1
1
0
0
1
1
0
1
0
1
1
0
1
0
0
0
0
0
0
1
0
0
0
1
0
0
0
1
0
0
0
0
0
0
0","452
858
310
0
779
0
958
982
97
880
0
868
0
0
0
0
831
0
0
0
75
0
0
0
0
0
887
0
0
0
0
890
0
0
0
0
760
342
0
0
364
287
0
0
0
150
0
814
289
0
0
1048
1080
0
1135
0
1020
967
0
317
0
0
0
0
0
0
577
0
0
0
704
0
0
0
476
0
0
0
0
0
0
0","1
1
1
0
1
0
1
1
1
1
0
1
0
0
0
0
1
0
0
0
1
0
0
0
0
0
1
0
0
0
0
1
0
0
0","0
1
1
0
0
1
1
0
0
0
1
0
1
1
0
0
1
1
0
1
0
1
1
0
1
0
0
0
0","0
0
1
0
0
0
1
0
0
0
1
0
0
0
0
0
0
0","1
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0",13,13,3,2,16,3,10,3,10,0.230769231,0,3,1,1,1,"history of presenting complaint
presenting complaint",21,47,low,low,85.09501265,30.34556182,26.9161175,27.83333333,-7.084795322,20.88011696,24.19882427,54.74945083,-1.05,25.24882427,0
29,17,1,A1,Asthma,"Asthma, viral-induced wheeze, foreign body inhalation",0.75,"5,4,3",2,5,"Asthma, Anaphylaxis, viral-induced wheeze","5,1,2",8,NA,NA,0,71,,"Sam, Respiratory Distress and Wheeze A-E Assessment [SNP002UK]",V1.0.0.0,V1.0.0.0,71.33,14m 2s,11/09/2023 13:16,1,No,AS,1,1,3,3,5,5,NA,6,0,NA,0.8875,9999,Inf,9999,493,0,37,36,27,"1
1
1
0
0
0
1
1
1
1
1
1
0
0
0
1
1
1
1
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
1
1
0
0
1
1
0
1
0
0
0
0
0
0
0
1
0
1
0
0
0
1
0
0
0
0
0
0
1
1
0
0
0
0
0
0
0
0
1
0
0
1
0
0
0
0","96
157
177
0
0
0
61
82
50
188
201
170
0
0
0
127
139
197
208
0
38
0
0
0
0
0
0
0
0
0
0
0
0
0
0
269
346
579
0
0
710
707
0
406
0
0
0
0
0
0
0
384
0
442
0
0
0
71
0
0
0
0
0
0
465
574
0
0
0
0
0
0
0
0
292
0
0
651
0
0
0
0","1
1
1
0
0
0
1
1
1
1
1
1
0
0
0
1
1
1
1
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0","1
1
1
0
0
1
1
0
1
0
0
0
0
0
0
0
1
0
1
0
0
0
1
0
0
0
0
0
0","1
1
0
0
0
0
0
0
0
0
1
0
0
1
0
0
0
0","0
1
0
1
1
0
0
0
0
0
0
0
0
0
0
0",14,9,4,3,13,14,0,2,7,1,1,3,0.75,0,3,"past medical history
prescribed medications
allergies
ask about pain
ask about general activity level
history of presenting complaint
social and living situation
parental smoking and pets
vaccination history
past surgical history
ask birth history
parental employment
travel history
presenting complaint",19,18,low,low,63.53956348,44.57250273,15.09517146,3.871889282,4.202317291,0.169754265,8.819797049,18.96706074,-0.070967742,8.890764791,0
30,17,3,B6,DKA,"DKA, infection, gastro not eating",0.29,"5,4,4",6,6,"DKA, infection","5,5",10,7,0,0,51,"Check the cbgs, blood utis","Sarah, Diabetic Ketoacidosis, A-E Assessment [SNP005UK]",V1.0.0.0,V1.0.0.0,50.95,10m 15s,06/11/2023 14:25,1,No,DP,1,2,3,2,5,5,1,4,-1,6,0.51,591,Inf,591,9999,0,32,31,16,"0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
1
1
0
0
1
0
0
0
0
0
0
1
1
1
1
1
1
1
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
1
0
0
1
0
0
0
0
0
0
0","0
0
0
0
0
0
0
0
83
0
0
0
0
0
0
0
0
0
0
0
61
0
0
0
0
0
0
0
0
0
0
0
0
0
0
171
0
184
300
0
0
241
0
0
0
0
0
0
481
410
401
437
467
277
358
0
0
0
0
0
0
0
0
0
0
492
0
0
0
0
0
532
0
0
225
0
0
0
0
0
0
0","0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0","1
0
1
1
0
0
1
0
0
0
0
0
0
1
1
1
1
1
1
1
0
0
0
0
0
0
0
0
0","0
1
0
0
0
0
0
1
0
0
1
0
0
0
0
0
0
0","0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0",2,11,3,0,14,2,0,5,5,1,1,2,0.666666667,0,0,"history of presenting complaint
presenting complaint",13,19,low,low,9.50588898,-30.32142857,22.55104497,17.27627258,-16.82142857,3.154248768,4.83973545,39.82731755,-13.5,18.33973545,0
31,17,5,C17,Asthma,"Asthma attack, viral wheeze, bronchiolitis, foreign body, epiglottis",0.6,"4,3,3,1,2",6,7,"Asthma, viral wheeze, bronchiolitis, foreign body","5,1,1,1",9,7,NA,1,75,,"Sam, Respiratory Distress and Wheeze A-E Assessment [SNP002UK]",V1.0.0.0,V1.0.0.0,75.07,18m 47s,08/01/2024 15:22,2,No,AS,1,1,5,4,4,5,0,3,-1,4,0.833333333,414,Inf,414,184,4,65,57,29,"1
1
1
1
1
0
0
0
1
1
1
0
0
0
0
1
1
1
1
1
1
0
0
0
0
1
1
0
0
0
0
1
0
0
0
1
1
1
0
1
1
1
0
0
0
0
0
0
1
0
1
1
1
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0","127
600
588
492
711
0
0
0
92
1005
1023
0
0
0
0
972
983
1015
1033
524
82
0
0
0
0
1042
1062
0
0
0
0
1067
0
0
0
109
282
158
0
829
325
194
0
0
0
0
0
0
866
0
859
904
941
0
0
0
0
0
0
725
0
0
0
0
0
0
0
0
0
0
0
0
0
0
249
0
0
0
0
0
0
0","1
1
1
1
1
0
0
0
1
1
1
0
0
0
0
1
1
1
1
1
1
0
0
0
0
1
1
0
0
0
0
1
0
0
0","1
1
1
0
1
1
1
0
0
0
0
0
0
1
0
1
1
1
0
0
0
0
0
0
1
0
0
0
0","0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0","1
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0",17,11,1,2,12,3,14,4,7,0.176470588,1,0,0,1,1,"past medical history
history of presenting complaint
presenting complaint",14,51,high,low,80.64000268,50.94933338,29.6906693,0,4.202317291,0.169754265,28.86535982,29.6906693,-0.410253456,29.27561328,0
32,17,6,C17,Seizure,"Seizure, epilepsy, febrile convulsion",0.73,"5,3,3",3,9,"Febrile convulsion, epilepsy, seizure","5,2,1",8,7,0.12,0,64,Better examination to determine cause of infection,"Katy, Seizure, A-E Assessment [SNP004UK]",V1.0.0.0,V1.0.0.0,64.24,17m 21s,14/02/2024 12:01,1,No,AS,2,4,3,3,5,5,-2,5,0,7,0.8,541,302,302,195,0,53,46,22,"1
1
1
0
0
0
0
0
1
1
0
1
0
0
0
0
0
0
0
0
1
1
0
0
0
0
0
0
0
0
0
1
0
0
0
0
1
1
0
0
0
1
0
0
0
1
1
0
1
1
1
1
1
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
1
0
0
0
0
0
0
0","846
892
686
0
0
0
0
0
768
925
0
908
0
0
0
0
0
0
0
0
546
229
0
0
0
0
0
0
0
0
0
929
0
0
0
0
683
145
0
0
0
223
0
0
0
136
734
0
203
778
812
834
878
0
0
0
0
807
0
0
0
0
0
0
0
0
0
0
0
0
609
0
0
0
646
0
0
0
0
0
0
0","1
1
1
0
0
0
0
0
1
1
0
1
0
0
0
0
0
0
0
0
1
1
0
0
0
0
0
0
0
0
0
1
0
0
0","0
1
1
0
0
0
1
0
0
0
1
1
0
1
1
1
1
1
0
0
0
0
1
0
0
0
0
0
0","0
0
0
0
0
0
1
0
0
0
1
0
0
0
0
0
0
0","1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0",9,11,2,1,13,1,8,4,7,0.111111111,0,2,1,1,0,check weight & height,15,38,low,low,59.86598255,18.9858396,21.54680961,19.33333333,-7.084795322,12.24853801,26.94378764,40.88014295,-0.25,27.19378764,0
33,18,3,B7,Asthma,"infective asthma excerbation, acute asthma, viral induced wheeze, bronchiolitis, variant of cystic fibrosis",0.44,"4,5,3,3,1",5,3,"Acute asthma, infection excerbation of asthma","5,4",7,7,0,0,67,would take a more thorough history about previous hospital visits. Would examine more systems (eg cardiovascular),"Sam, Respiratory Distress and Wheeze A-E Assessment [SNP002UK]",V1.0.0.0,V1.0.0.0,66.97,12m 43s,06/11/2023 13:01,3,No,AS,1,1,5,2,5,5,4,2,-3,9,0.957142857,576,Inf,576,182,5,48,43,17,"1
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
1
1
0
0
0
0
0
0
0
0
0
0
0
0
0
1
1
1
0
0
1
1
0
1
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
1
0
0
0
0
1
0
0
0
1
0
0
1
0
0
0
0","108
0
0
622
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
631
92
86
0
0
0
0
0
0
0
0
0
0
0
0
0
686
253
148
0
0
289
151
0
209
0
0
0
0
334
0
0
0
0
0
0
0
0
0
0
706
0
0
0
0
0
414
0
0
0
0
518
0
0
0
218
0
0
490
0
0
0
0","1
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
1
1
0
0
0
0
0
0
0
0
0
0
0
0
0","1
1
1
0
0
1
1
0
1
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0","0
1
0
0
0
0
1
0
0
0
1
0
0
1
0
0
0
0","1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0",5,8,4,1,12,3,2,5,3,0.6,1,3,0.75,1,0,"past medical history
presenting complaint
check weight & height",16,32,high,low,15.50168559,7.88911875,8.006830914,-0.394264069,4.202317291,-2.161414566,12.03939394,7.612566845,0,12.03939394,0
34,18,5,C18,DKA,"DKA, URTI viral",0.62,"5,3",7,6,"Diabetic ketoacidosis, URTI viral, sepsis","5,2,3",9,8,0.15,0,60,Didn't really examine for cerebral oedema (as per guidelines),"Sarah, Diabetic Ketoacidosis, A-E Assessment [SNP005UK]",V1.0.0.0,V1.0.0.0,59.86,18m 17s,08/01/2024 16:03,1,No,DP,1,2,2,3,5,5,2,2,1,5,0.666666667,864,548,548,9999,2,61,52,27,"1
1
1
1
0
1
1
0
1
0
0
1
0
0
0
1
0
0
0
0
1
0
0
0
0
0
0
1
0
0
0
1
0
0
0
0
0
1
0
1
1
1
0
0
0
1
0
0
1
0
0
0
0
1
0
0
0
1
0
0
0
0
0
0
0
1
0
0
0
1
1
1
1
0
1
0
0
1
0
0
0
0","253
615
645
1078
0
761
710
0
674
0
0
638
0
0
0
669
0
0
0
0
106
0
0
0
0
0
0
995
0
0
0
659
0
0
0
0
0
389
0
323
363
379
0
0
0
164
0
0
411
0
0
0
0
293
0
0
0
732
0
0
0
0
0
0
0
499
0
0
0
1015
916
494
1001
0
218
0
0
575
0
0
0
0","1
1
1
1
0
1
1
0
1
0
0
1
0
0
0
1
0
0
0
0
1
0
0
0
0
0
0
1
0
0
0
1
0
0
0","0
0
1
0
1
1
1
0
0
0
1
0
0
1
0
0
0
0
1
0
0
0
1
0
0
0
0
0
0","0
1
0
0
0
1
1
1
1
0
1
0
0
1
0
0
0
0","0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0",12,8,7,0,15,2,10,4,4,0.166666667,1,6,0.857142857,0,0,"past medical history
presenting complaint",10,51,low,high,60.74359146,5.679731902,18.77447448,36.28938507,-10.30418719,25.75537094,-6.125615764,55.06385955,-13.5,7.374384236,0
35,18,6,C18,Pneumonia,"Asthma excerbation, LRTI, viral induced wheeze",0.29,"5,3,2",6,7,"Infectious excerbation of asthma, pneumonia","4,5",7,6,0.25,0,60,"I would like to re-listen to lungs, I would probably not take bloods right now but consider it - IV access too. Sepsis screen","Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,60.45,13m 10s,14/02/2024 13:33,1,No,DP,2,3,3,2,5,5,-1,1,-1,3,0.857142857,492,Inf,492,389,4,52,47,16,"1
1
1
1
0
0
1
0
1
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
1
1
0
1
1
0
0
0
0
0
1
0
0
0
1
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0","176
210
169
719
0
0
130
0
96
0
0
0
0
0
0
0
0
0
0
0
76
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
302
124
527
0
582
125
0
0
0
0
0
551
0
0
0
616
0
0
0
0
0
153
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
270
0
0
0
0
0
0
0","1
1
1
1
0
0
1
0
1
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0","0
1
1
1
0
1
1
0
0
0
0
0
1
0
0
0
1
0
0
0
0
0
1
0
0
0
0
0
0","0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0","1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0",7,8,1,1,9,6,1,4,4,0.857142857,1,0,0,0,1,"past medical history
prescribed medications
allergies
ask about pain
history of presenting complaint
presenting complaint",16,36,low,low,28.71427656,3.269206349,25.44507021,0,-10.08,-10.08,28.22990856,25.44507021,5.246376812,22.98353175,0
36,19,1,A12,DKA,"Diabetic Ketoacidosis, Dehydration",0.38,"5,3",5,7,DKA,5,4,7,0,0,47,I need to SBAR and manage,"Sarah, Diabetic Ketoacidosis, A-E Assessment [SNP005UK]",V1.0.0.0,V1.0.0.0,46.79,9m 27s,11/09/2023 14:41,1,No,DP,1,2,2,1,5,5,0,-1,-1,2,1.175,9999,Inf,9999,9999,2,30,27,12,"1
0
0
0
0
1
1
0
1
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
1
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
1
0
0
1
0
0
1
0
0
0
0
0
0
0","103
0
0
0
0
135
138
0
132
0
0
0
0
0
0
0
0
0
0
0
81
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
208
0
0
0
213
0
0
0
0
0
0
432
0
0
0
0
0
0
0
0
0
0
0
0
0
0
324
0
0
0
0
454
0
0
220
0
0
278
0
0
0
0
0
0
0","1
0
0
0
0
1
1
0
1
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0","0
0
1
0
0
0
1
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1","0
0
0
0
1
0
0
1
0
0
1
0
0
0
0
0
0
0","0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0",5,4,3,0,7,5,0,3,1,1,2,1,0.333333333,0,0,"past medical history
aggravating / relieving factors
ask about pain
history of presenting complaint
presenting complaint",17,13,low,low,-12.95648057,-20.7852983,-3.280788177,11.10960591,-10.30418719,8.626847291,-6.125615764,7.828817734,-13.5,7.374384236,0
37,19,4,B8,Pneumonia,"febrile seizure, tonsilitis, sepsis, meningitis",0.64,"5,5,3,2",6,7,"infective excerbation of asthma, sepsis, lobar pneumonia","4,5,4",7,7,0,0,47,"take 3 (urine, lectate, bloods), fluids, o2, bloods","Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,47.21,20m 2s,13/12/2023 10:40,2,No,DP,2,3,4,3,5,5,0,1,-1,2,0.671428571,595,1071,595,367,5,72,47,16,"1
1
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
1
0
0
0
0
0
0
0
1
1
1
0
1
1
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
1
0
0
0
0
1
0
0
0
1
0
0
1
0
0
0
0","82
117
135
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
66
0
0
0
0
0
0
1127
0
0
0
0
0
0
0
176
272
338
0
654
319
441
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1076
0
0
0
0
0
837
0
0
0
0
878
0
0
0
197
0
0
920
0
0
0
0","1
1
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
1
0
0
0
0
0
0
0","1
1
1
0
1
1
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0","0
1
0
0
0
0
1
0
0
0
1
0
0
1
0
0
0
0","1
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0",5,7,4,2,11,4,1,2,5,0.8,1,3,0.75,0,2,"past medical history
prescribed medications
allergies
presenting complaint",11,61,high,low,4.213846854,-5.152567288,4.183080808,5.183333333,-10.08,-7.066363636,7.183333333,9.366414141,0,7.183333333,0
38,19,5,C19,Asthma,"Asthma, allergic aumery obstruction, bronchiolitis, viral induced wheeze, epiglottis",0.56,"5,2,3,4,2",3,5,"Asthma, allergic aumay obstruction, bronchiolitis, viral induced wheeze, epiglottis","5,1,1,1,1",9,7,0,0,78,Take a full parental/collateral Hx,"Sam, Respiratory Distress and Wheeze A-E Assessment [SNP002UK]",V1.0.0.0,V1.0.0.0,78.39,19m 14s,08/01/2024 15:22,1,No,AS,1,1,5,5,5,5,2,6,0,8,0.866666667,944,Inf,944,438,5,51,45,16,"1
1
1
1
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
1
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
1
1
0
1
0
1
0
0
0
0
0
0
1
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0","179
650
639
999
0
0
0
0
159
0
0
0
0
0
0
0
0
0
0
1006
144
0
0
0
0
0
0
0
0
0
0
0
0
0
0
366
422
290
0
557
0
577
0
0
0
0
0
0
599
0
0
0
0
508
0
0
0
0
0
0
0
0
0
0
674
0
0
0
0
0
0
0
0
0
390
0
0
0
0
0
0
0","1
1
1
1
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
1
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0","1
1
1
0
1
0
1
0
0
0
0
0
0
1
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0","1
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0","1
1
1
0
0
1
0
0
0
0
0
0
0
0
0
0",7,7,2,4,9,3,4,2,5,0.428571429,1,1,0.5,0,4,"past medical history
history of presenting complaint
presenting complaint",11,40,high,low,43.10194505,15.83005577,25.33690476,1.93498452,4.202317291,7.434460148,10.55284178,27.27188928,-0.070967742,10.62380952,0
39,19,6,C19 ,Seizure,"Febrile convulsions, epilepsy, bronchiolitis, meningitis",0.69,"4,3,1,2",1,9,,,NA,NA,NA,NA,NA,,"Katy, Seizure, A-E Assessment [SNP004UK]",V1.0.0.0,V1.0.0.0,75.68,19m 17s,14/02/2024 13:03,1,No,AS,2,4,4,1,4,NA,NA,NA,-3,NA,NA,985,Inf,985,229,1,73,57,28,"1
1
1
0
1
0
0
0
1
1
0
0
0
0
0
1
1
0
0
0
1
1
1
0
0
0
1
0
0
0
0
1
0
0
0
0
1
1
1
0
1
1
1
0
0
0
0
1
1
1
0
1
1
0
1
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
1
0
0
0
1
0
0
0
0
0
0
0","254
386
420
0
921
0
0
0
572
639
0
0
0
0
0
546
618
0
0
0
557
471
631
0
0
0
645
0
0
0
0
647
0
0
0
0
673
199
718
0
375
311
850
0
0
0
0
745
296
772
0
816
802
0
861
0
0
0
0
1053
0
0
0
0
0
0
0
0
0
0
288
0
0
0
95
0
0
0
0
0
0
0","1
1
1
0
1
0
0
0
1
1
0
0
0
0
0
1
1
0
0
0
1
1
1
0
0
0
1
0
0
0
0
1
0
0
0","0
1
1
1
0
1
1
1
0
0
0
0
1
1
1
0
1
1
0
1
0
0
0
0
1
0
0
0
0","0
0
0
0
0
0
1
0
0
0
1
0
0
0
0
0
0
0","1
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0",13,13,2,2,15,1,12,2,11,0.076923077,2,0,0,1,1,past medical history,14,59,high,low,78.75101878,5.708552632,53.70913282,19.33333333,-7.084795322,20.88011696,44.02755387,73.04246615,-1.05,45.07755387,0
40,2,1,A18,DKA,"DKA, Gastroenteritis, UTI",0.71,"5,3,2",6,7,DKA,5,9,8,0,0,70,"CBG earlies, full history","Sarah, Diabetic Ketoacidosis, A-E Assessment [SNP005UK]",V1.0.0.0,V1.0.0.0,69.9,15m 28s,11/09/2023 16:08,1,No,DP,1,2,3,1,5,5,1,3,-2,6,0.777777778,703,794,703,9999,2,53,47,19,"1
1
1
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
1
1
0
1
1
0
0
0
1
1
0
1
0
1
1
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
1
1
0
0
1
0
0
0
0
0
0
0","76
105
128
0
0
0
0
0
0
0
0
0
0
0
858
0
0
0
0
0
54
0
0
0
0
0
0
0
0
0
0
0
0
0
0
176
0
382
320
0
348
364
0
0
0
723
289
0
242
0
416
503
0
0
0
0
0
0
0
0
0
0
0
0
0
891
0
0
0
0
508
544
0
0
208
0
0
0
0
0
0
0","1
1
1
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0","1
0
1
1
0
1
1
0
0
0
1
1
0
1
0
1
1
0
0
0
0
0
0
0
0
0
0
0
0","0
1
0
0
0
0
1
1
0
0
1
0
0
0
0
0
0
0","0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0",5,10,4,0,14,4,1,3,7,0.8,1,3,0.75,0,0,"past medical history
prescribed medications
allergies
presenting complaint",14,39,low,low,72.658699,6.592335997,40.20002831,25.86633469,-10.30418719,26.8000138,19.01438424,66.066363,0,19.01438424,0
